name,album,release_date,track_number,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,category_popularity,min_duration,duration_category,dance_category,energy_category,valence_category
cowboy like me,evermore,2020-12-11,11,spotify:track:1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,73,High,4.584,Long,Moderately danceable,Moderate energy,Neutral
long story short,evermore,2020-12-11,12,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,69,High,3.5986666666666665,Medium,Moderately danceable,Moderate energy,Neutral
marjorie,evermore,2020-12-11,13,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,76,High,4.296216666666667,Medium,Moderately danceable,Moderate energy,Negative
closure,evermore,2020-12-11,14,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,67,High,3.010883333333333,Short,Moderately danceable,Moderate energy,Positive
evermore (feat. Bon Iver),evermore,2020-12-11,15,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,71,High,5.068433333333333,Long,Not very danceable,Low energy,Negative
the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,1,spotify:track:0P9wLFurlgumLXuqFEpw52,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,56,Medium,3.504,Short,Very danceable,Low energy,Negative
cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,2,spotify:track:7zcnlq38eqNWyUF6eNaB5Z,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,57,Medium,3.9926666666666666,Medium,Moderately danceable,Moderate energy,Neutral
the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,3,spotify:track:4ojxSyrEraN7d46BMBPThZ,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,54,Medium,3.85,Medium,Moderately danceable,Moderate energy,Positive
exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,4,spotify:track:6kz2hkq1xQvDqPcUyBkw8f,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,56,Medium,4.760666666666666,Long,Not very danceable,Low energy,Negative
my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,5,spotify:track:0Oju1YcbPCJuUQQWoZNdJK,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,55,Medium,4.264883333333334,Medium,Not very danceable,Low energy,Negative
mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,6,spotify:track:5jQyGzcwqAxwT5QUIMivoX,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,54,Medium,3.4828833333333336,Short,Moderately danceable,Low energy,Neutral
seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,7,spotify:track:2vJ7QvyCiR4DaHxwO58izA,0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,53,Medium,3.4817666666666667,Short,Moderately danceable,Low energy,Neutral
august,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,8,spotify:track:1UHoF9p75IVsvUt6WdTYhn,0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,56,Medium,4.365333333333333,Long,Not very danceable,Moderate energy,Neutral
this is me trying,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,9,spotify:track:5DnDBYrfGoxdnomqEAkFIv,0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,54,Medium,3.2517666666666667,Short,Moderately danceable,Low energy,Neutral
illicit affairs,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,10,spotify:track:7CVTowKpGPA2MsIbkTl2oc,0.862,0.529,0.304,0.0,0.108,-10.567,0.0356,119.58,0.44,54,Medium,3.18155,Short,Moderately danceable,Low energy,Neutral
invisible string,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,11,spotify:track:4WHIqhrbdva5vQSrCuet3l,0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,54,Medium,4.214666666666667,Medium,Moderately danceable,Low energy,Neutral
mad woman,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,12,spotify:track:7klXN6RCN5Rj0VeYO5gBzU,0.67,0.593,0.7,6.77e-06,0.116,-9.016,0.0492,141.898,0.451,51,Medium,3.9544333333333332,Medium,Moderately danceable,Moderate energy,Neutral
epiphany,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,13,spotify:track:5MFjHn1qfR9AsWuyzJLk1z,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,50,Medium,4.8291,Long,Not very danceable,Low energy,Negative
betty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,14,spotify:track:2jhfs6moEAK13eLM6xim4l,0.589,0.595,0.376,0.0,0.0989,-8.767,0.0256,95.946,0.476,52,Medium,4.908666666666667,Long,Moderately danceable,Low energy,Neutral
peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,15,spotify:track:0O9i6jhscByEJs1ipy5hu4,0.916,0.644,0.284,1.5e-05,0.0909,-12.879,0.0821,150.072,0.328,50,Medium,3.9,Medium,Moderately danceable,Low energy,Negative
hoax,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,16,spotify:track:4XCYmu7QLySdIahgBALKJK,0.964,0.676,0.178,7.9e-06,0.135,-15.01,0.0394,118.84,0.404,50,Medium,3.667333333333333,Medium,Moderately danceable,Low energy,Neutral
the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,17,spotify:track:0zEprKYeuGOIZoHyu6O1E2,0.842,0.313,0.258,1.3e-06,0.0948,-11.532,0.0383,179.947,0.268,51,Medium,3.5302166666666666,Short,Not very danceable,Low energy,Negative
the 1 - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,1,spotify:track:08J4bMHbILkwSIhbtrcvjN,0.898,0.708,0.25,0.026,0.102,-10.731,0.0361,139.803,0.156,60,Medium,3.6648833333333335,Medium,Moderately danceable,Low energy,Negative
cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,2,spotify:track:3EPgWM1zfTSzEc0z4AwWTM,0.88,0.395,0.234,0.0,0.107,-9.704,0.0382,86.478,0.247,62,Medium,3.8446666666666665,Medium,Not very danceable,Low energy,Negative
the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,3,spotify:track:28tIMaewZuGR8urkvFhQyA,0.743,0.64,0.618,0.004,0.0574,-11.715,0.0379,147.948,0.614,58,Medium,3.8724333333333334,Medium,Moderately danceable,Moderate energy,Neutral
exile (feat. Bon Iver) - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,4,spotify:track:7N015NTIWGjQDddHUdHPoO,0.848,0.359,0.305,6.74e-05,0.111,-10.295,0.0306,151.956,0.108,60,Medium,4.664883333333333,Long,Not very danceable,Low energy,Negative
my tears ricochet - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,5,spotify:track:5mdNyCS7ttVcAyVYOIFEjs,0.946,0.531,0.172,1.01e-05,0.0615,-12.34,0.0351,129.007,0.168,62,Medium,4.91955,Long,Moderately danceable,Low energy,Negative
mirrorball - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,6,spotify:track:2yceD2hx5HhOLgkm1CITCi,0.78,0.509,0.386,3.45e-05,0.118,-8.434,0.0272,109.993,0.109,60,Medium,3.9562166666666667,Medium,Moderately danceable,Low energy,Negative
seven - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,7,spotify:track:4cOWq0cVsKjxaQpRMbDoH1,0.914,0.694,0.449,0.000126,0.1,-11.49,0.0301,94.963,0.363,58,Medium,3.4831,Short,Moderately danceable,Low energy,Neutral
august - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,8,spotify:track:4MGexoZc12lqE0hYkq9YYx,0.5,0.554,0.663,4.77e-05,0.791,-8.961,0.0324,89.977,0.545,61,Medium,4.333333333333333,Medium,Moderately danceable,Moderate energy,Neutral
this is me trying - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,9,spotify:track:1gaLZjPrDnHQWJds2Jg4KT,0.928,0.435,0.332,0.000898,0.0867,-11.611,0.031,68.097,0.157,62,Medium,3.4882166666666667,Short,Not very danceable,Low energy,Negative
illicit affairs - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,10,spotify:track:560uQyz3p5G9WdnMX39xc6,0.883,0.489,0.235,0.0,0.113,-10.274,0.0356,117.699,0.435,60,Medium,3.062,Short,Not very danceable,Low energy,Neutral
invisible string - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,11,spotify:track:5KByGq0JijSSDcy0qzuINs,0.942,0.59,0.282,4.85e-06,0.11,-10.542,0.0281,83.438,0.351,58,Medium,4.289316666666667,Medium,Moderately danceable,Low energy,Neutral
mad woman - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,12,spotify:track:04xrhDrQ2WOW8GLwu7kbc0,0.887,0.663,0.465,0.000168,0.109,-10.463,0.0408,141.834,0.346,57,Medium,3.9722166666666667,Medium,Moderately danceable,Low energy,Neutral
epiphany - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,13,spotify:track:4yyKppX85ZkmlGOC2toBZA,0.916,0.524,0.2,0.000392,0.068,-13.004,0.0274,93.87,0.113,56,Medium,4.581333333333333,Long,Moderately danceable,Low energy,Negative
betty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,14,spotify:track:1mh5dObNoOvCfHmXnhvDEK,0.841,0.538,0.316,0.0,0.119,-9.5,0.0299,95.68,0.518,59,Medium,4.834,Long,Moderately danceable,Low energy,Neutral
peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,15,spotify:track:4YHHz3VIXgNDGdoL9xC1tx,0.93,0.619,0.344,7.61e-05,0.0734,-11.472,0.0647,149.897,0.513,57,Medium,3.5728833333333334,Medium,Moderately danceable,Low energy,Neutral
hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,16,spotify:track:0QTBsdoJhamY3Aid3fOsOd,0.962,0.682,0.155,0.0,0.18,-13.083,0.0394,118.832,0.483,58,Medium,3.6966666666666668,Medium,Moderately danceable,Low energy,Neutral
the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,17,spotify:track:6mqyTq948oap5AkyTsd6XF,0.794,0.606,0.221,0.0,0.0888,-11.767,0.0468,89.844,0.112,59,Medium,3.328883333333333,Short,Moderately danceable,Low energy,Negative
the 1,folklore (deluxe version),2020-08-18,1,spotify:track:4pfrrhvplbJZAIsfosGWQP,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,75,High,3.504,Short,Very danceable,Low energy,Negative
cardigan,folklore (deluxe version),2020-08-18,2,spotify:track:0KRYCBwIpWYFNrXOmXbyUh,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,76,High,3.9926666666666666,Medium,Moderately danceable,Moderate energy,Neutral
the last great american dynasty,folklore (deluxe version),2020-08-18,3,spotify:track:2olxzvoFI9IpxqFeUv7WOX,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,74,High,3.85,Medium,Moderately danceable,Moderate energy,Positive
exile (feat. Bon Iver),folklore (deluxe version),2020-08-18,4,spotify:track:5S4aYQAJOwJMAamANWlICO,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,75,High,4.760666666666666,Long,Not very danceable,Low energy,Negative
my tears ricochet,folklore (deluxe version),2020-08-18,5,spotify:track:5P2bHCDM2tsgIaYWsZMhu5,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,75,High,4.264883333333334,Medium,Not very danceable,Low energy,Negative
mirrorball,folklore (deluxe version),2020-08-18,6,spotify:track:2I8YAEA1VmCuP1wkJHMpTw,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,73,High,3.4828833333333336,Short,Moderately danceable,Low energy,Neutral
seven,folklore (deluxe version),2020-08-18,7,spotify:track:76mOLcXOjOEhyY4mMF1l3r,0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,73,High,3.4817666666666667,Short,Moderately danceable,Low energy,Neutral
august,folklore (deluxe version),2020-08-18,8,spotify:track:6nK2pIKFcRc5frrZKHgsiT,0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,75,High,4.365333333333333,Long,Not very danceable,Moderate energy,Neutral
this is me trying,folklore (deluxe version),2020-08-18,9,spotify:track:7cm50Lw03k6VvRauJtkyTj,0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,73,High,3.2517666666666667,Short,Moderately danceable,Low energy,Neutral
illicit affairs,folklore (deluxe version),2020-08-18,10,spotify:track:6DrLROM5MG9bxWHeEG5elq,0.862,0.529,0.304,0.0,0.108,-10.567,0.0356,119.58,0.44,74,High,3.18155,Short,Moderately danceable,Low energy,Neutral
invisible string,folklore (deluxe version),2020-08-18,11,spotify:track:2ehRU518I0hYqMGQnk4lDY,0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,73,High,4.214666666666667,Medium,Moderately danceable,Low energy,Neutral
mad woman,folklore (deluxe version),2020-08-18,12,spotify:track:0RP1kqoSPkVXsKiQNhMKzV,0.67,0.593,0.7,6.77e-06,0.116,-9.016,0.0492,141.898,0.451,71,High,3.9544333333333332,Medium,Moderately danceable,Moderate energy,Neutral
epiphany,folklore (deluxe version),2020-08-18,13,spotify:track:1EXa37LpSvi3OQ9UYQ28rD,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,70,High,4.8291,Long,Not very danceable,Low energy,Negative
betty,folklore (deluxe version),2020-08-18,14,spotify:track:3IhtE4fkytdrtEfV34UzkD,0.589,0.595,0.376,0.0,0.0989,-8.767,0.0256,95.946,0.476,72,High,4.908666666666667,Long,Moderately danceable,Low energy,Neutral
peace,folklore (deluxe version),2020-08-18,15,spotify:track:6JlI8Ay77m4nJvZTHvfT1J,0.916,0.644,0.284,1.5e-05,0.0909,-12.879,0.0821,150.072,0.328,70,High,3.9,Medium,Moderately danceable,Low energy,Negative
hoax,folklore (deluxe version),2020-08-18,16,spotify:track:0YeDG5HnKnG7jpArkzsSPa,0.964,0.676,0.178,7.9e-06,0.135,-15.01,0.0394,118.84,0.404,69,High,3.667333333333333,Medium,Moderately danceable,Low energy,Neutral
the lakes - bonus track,folklore (deluxe version),2020-08-18,17,spotify:track:0eFQWVz0qIxDOvhLpZ40P7,0.842,0.313,0.258,1.3e-06,0.0948,-11.532,0.0383,179.947,0.268,74,High,3.5302166666666666,Short,Not very danceable,Low energy,Negative
the 1,folklore,2020-07-24,1,spotify:track:0Jlcvv8IykzHaSmj49uNW8,0.757,0.777,0.357,7.28e-06,0.108,-6.942,0.0522,139.883,0.172,82,High,3.504183333333333,Short,Very danceable,Low energy,Negative
cardigan,folklore,2020-07-24,2,spotify:track:4R2kfaDFhslZEMJqAFNpdd,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,91,High,3.9926666666666666,Medium,Moderately danceable,Moderate energy,Neutral
the last great american dynasty,folklore,2020-07-24,3,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,0.706,78,High,3.8499833333333333,Medium,Moderately danceable,Moderate energy,Positive
exile (feat. Bon Iver),folklore,2020-07-24,4,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,0.152,83,High,4.760566666666667,Long,Not very danceable,Low energy,Negative
my tears ricochet,folklore,2020-07-24,5,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,0.806,0.456,0.263,0.0,0.0749,-10.63,0.0332,129.86,0.111,82,High,4.264883333333334,Medium,Not very danceable,Low energy,Negative
mirrorball,folklore,2020-07-24,6,spotify:track:0ZNU020wNYvgW84iljPkPP,0.687,0.553,0.413,2.33e-06,0.0594,-10.037,0.0334,110.107,0.379,81,High,3.48295,Short,Moderately danceable,Low energy,Neutral
seven,folklore,2020-07-24,7,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,0.9,0.596,0.488,2.7e-05,0.091,-10.769,0.0274,94.926,0.415,78,High,3.4817666666666667,Short,Moderately danceable,Low energy,Neutral
august,folklore,2020-07-24,8,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,0.538,0.532,0.623,7.28e-05,0.0925,-9.208,0.0331,89.937,0.403,92,High,4.365366666666667,Long,Moderately danceable,Moderate energy,Neutral
this is me trying,folklore,2020-07-24,9,spotify:track:7kt9e9LFSpN1zQtYEl19o1,0.314,0.515,0.476,4.74e-05,0.171,-9.843,0.0328,135.886,0.412,80,High,3.2516166666666666,Short,Moderately danceable,Low energy,Neutral
illicit affairs,folklore,2020-07-24,10,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,0.881,0.559,0.31,0.0,0.106,-10.445,0.0338,119.845,0.46,81,High,3.1816333333333335,Short,Moderately danceable,Low energy,Neutral
invisible string,folklore,2020-07-24,11,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,0.838,0.653,0.452,7.73e-05,0.108,-11.143,0.055,83.433,0.45,79,High,4.214666666666667,Medium,Moderately danceable,Low energy,Neutral
mad woman,folklore,2020-07-24,12,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,0.655,0.592,0.699,1.68e-05,0.114,-8.995,0.0471,141.916,0.506,72,High,3.9543,Medium,Moderately danceable,Moderate energy,Neutral
epiphany,folklore,2020-07-24,13,spotify:track:08fa9LFcFBTcilB3iq2e2A,0.731,0.354,0.267,0.000402,0.0858,-13.69,0.0281,94.219,0.113,71,High,4.82915,Long,Not very danceable,Low energy,Negative
betty,folklore,2020-07-24,14,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,0.6,0.593,0.377,0.0,0.0976,-8.761,0.0253,95.939,0.502,79,High,4.908683333333333,Long,Moderately danceable,Low energy,Neutral
peace,folklore,2020-07-24,15,spotify:track:7MbT4I8qGntX4fMdqMQgke,0.918,0.647,0.272,1.73e-05,0.0918,-12.906,0.0916,150.044,0.339,73,High,3.9,Medium,Moderately danceable,Low energy,Neutral
hoax,folklore,2020-07-24,16,spotify:track:6MWoRt97mnSTXZhu3ggi9C,0.966,0.662,0.181,3.86e-06,0.133,-15.065,0.0415,118.819,0.429,71,High,3.6673666666666667,Medium,Moderately danceable,Low energy,Neutral
I Forgot That You Existed,Lover,2019-08-23,1,spotify:track:43rA71bccXFGD4C8GOpIlN,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,78,High,2.844,Short,Moderately danceable,Low energy,Neutral
Cruel Summer,Lover,2019-08-23,2,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.117,0.552,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,100,High,2.9737666666666667,Short,Moderately danceable,Moderate energy,Neutral
Lover,Lover,2019-08-23,3,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.492,0.359,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,0.453,92,High,3.6884333333333332,Medium,Not very danceable,Moderate energy,Neutral
The Man,Lover,2019-08-23,4,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,0.633,87,High,3.1726666666666667,Short,Very danceable,Moderate energy,Neutral
The Archer,Lover,2019-08-23,5,spotify:track:3pHkh7d0lzM2AldUtz2x37,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,83,High,3.5206666666666666,Short,Not very danceable,Moderate energy,Negative
I Think He Knows,Lover,2019-08-23,6,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,79,High,2.8897666666666666,Short,Very danceable,Low energy,Neutral
Miss Americana & The Heartbreak Prince,Lover,2019-08-23,7,spotify:track:214nt20w5wOxJnY462klLw,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,84,High,3.902433333333333,Medium,Moderately danceable,Moderate energy,Neutral
Paper Rings,Lover,2019-08-23,8,spotify:track:4y5bvROuBDPr5fuwXbIBZR,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,86,High,3.7066666666666666,Medium,Very danceable,Moderate energy,Positive
Cornelia Street,Lover,2019-08-23,9,spotify:track:12M5uqx0ZuwkpLp5rJim1a,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,81,High,4.787766666666666,Long,Very danceable,Moderate energy,Negative
Death By A Thousand Cuts,Lover,2019-08-23,10,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,0.454,0.712,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,80,High,3.308883333333333,Short,Moderately danceable,Moderate energy,Negative
London Boy,Lover,2019-08-23,11,spotify:track:1LLXZFeAHK9R4xUramtUKw,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,0.557,81,High,3.1706666666666665,Short,Moderately danceable,Moderate energy,Neutral
Soon You’ll Get Better (feat. The Chicks),Lover,2019-08-23,12,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,73,High,3.359766666666667,Short,Not very danceable,Low energy,Neutral
False God,Lover,2019-08-23,13,spotify:track:5hQSXkFgbxjZo9uCwd11so,0.736,0.739,0.32,0.000147,0.111,-10.862,0.239,79.97,0.351,79,High,3.338433333333333,Short,Moderately danceable,Low energy,Neutral
You Need To Calm Down,Lover,2019-08-23,14,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,85.026,0.714,84,High,2.856,Short,Very danceable,Moderate energy,Positive
Afterglow,Lover,2019-08-23,15,spotify:track:1SymEzIT3H8UZfibCs3TYi,0.13,0.756,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,82,High,3.72155,Medium,Very danceable,Low energy,Neutral
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,2019-08-23,16,spotify:track:2Rk4JlNc2TPmZe2af99d45,0.033,0.61,0.83,0.0,0.118,-4.105,0.0571,182.162,0.728,81,High,3.216666666666667,Short,Moderately danceable,High energy,Positive
It’s Nice To Have A Friend,Lover,2019-08-23,17,spotify:track:1SmiQ65iSAbPto6gPFlBYm,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,73,High,2.5073333333333334,Short,Moderately danceable,Low energy,Neutral
Daylight,Lover,2019-08-23,18,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,84,High,4.890883333333333,Long,Moderately danceable,Low energy,Negative
...Ready For It?,reputation,2017-11-10,1,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85,High,3.4697666666666667,Short,Moderately danceable,High energy,Neutral
End Game,reputation,2017-11-10,2,spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,0.151,82,High,4.080433333333334,Medium,Moderately danceable,Moderate energy,Negative
I Did Something Bad,reputation,2017-11-10,3,spotify:track:4svZDCRz4cJoneBpjpx8DJ,0.0679,0.696,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,0.305,83,High,3.9708833333333335,Medium,Moderately danceable,Moderate energy,Negative
Don’t Blame Me,reputation,2017-11-10,4,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,0.106,0.615,0.534,1.76e-05,0.0607,-6.719,0.0386,135.917,0.193,92,High,3.9402166666666667,Medium,Moderately danceable,Moderate energy,Negative
Delicate,reputation,2017-11-10,5,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,88,High,3.8708833333333335,Medium,Moderately danceable,Low energy,Negative
Look What You Made Me Do,reputation,2017-11-10,6,spotify:track:1P17dC1amhFzptugyAO7Il,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,87,High,3.530883333333333,Medium,Very danceable,Moderate energy,Neutral
So It Goes...,reputation,2017-11-10,7,spotify:track:5PxFv9yJEg9dxvbZggykro,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,0.374,76,High,3.7984333333333336,Medium,Moderately danceable,Moderate energy,Neutral
Gorgeous,reputation,2017-11-10,8,spotify:track:1ZY1PqizIl78geGM4xWlEA,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,84,High,3.494666666666667,Short,Very danceable,Moderate energy,Neutral
Getaway Car,reputation,2017-11-10,9,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,0.351,88,High,3.8937666666666666,Medium,Moderately danceable,Moderate energy,Neutral
King Of My Heart,reputation,2017-11-10,10,spotify:track:7HuBDWi18s4aJM8UFnNheH,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,80,High,3.572,Medium,Moderately danceable,Moderate energy,Negative
Dancing With Our Hands Tied,reputation,2017-11-10,11,spotify:track:7I7JbDv63ZJJsSi24DyJrz,0.0604,0.624,0.691,1.1e-05,0.138,-6.686,0.196,160.024,0.284,79,High,3.5251,Short,Moderately danceable,Moderate energy,Negative
Dress,reputation,2017-11-10,12,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.719,0.469,0.0,0.169,-8.792,0.0533,120.085,0.0851,83,High,3.83955,Medium,Moderately danceable,Low energy,Negative
This Is Why We Can't Have Nice Things,reputation,2017-11-10,13,spotify:track:07NxDD1iKCHbAldceD7QLP,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,78,High,3.4522166666666667,Short,Moderately danceable,High energy,Neutral
Call It What You Want,reputation,2017-11-10,14,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,82,High,3.391766666666667,Short,Moderately danceable,Moderate energy,Negative
