City,Country,Venue,Opening act(s),Revenue,Tour,Latitude,Longitude,Tickets sold,Available,Difference,concert_date
Evansville,United States,Roberts Municipal Stadium,Gloriana and Kellie Pickler,360617.0,Fearless Tour,37.970495,-87.5715641,7463.0,7463.0,0.0,2009-04-23
Jonesboro,United States,Convocation Center,Gloriana and Kellie Pickler,340328.0,Fearless Tour,35.8272257,-90.6949871,7822.0,7822.0,0.0,2009-04-24
St. Louis,United States,Scottrade Center,Gloriana and Kellie Pickler,650420.0,Fearless Tour,38.6280278,-90.1910154,13764.0,13764.0,0.0,2009-04-25
Alexandria,United States,Bishop Ireton High School,Gloriana and Kellie Pickler,0.0,Fearless Tour,38.8051095,-77.0470229,,,,2009-04-28
North Charleston,United States,North Charleston Coliseum,Gloriana and Kellie Pickler,398154.0,Fearless Tour,32.8546197,-79.9748103,8751.0,8751.0,0.0,2009-04-30
Jacksonville,United States,Jacksonville Veterans Memorial Arena,Gloriana and Kellie Pickler,507012.0,Fearless Tour,30.3321838,-81.655651,11072.0,11072.0,0.0,2009-05-01
Biloxi,United States,Mississippi Coast Coliseum,Gloriana and Kellie Pickler,437313.0,Fearless Tour,30.4007626,-88.8893818,9436.0,9436.0,0.0,2009-05-02
London,England,Shepherd's Bush Empire,,401328.0,Fearless Tour,51.5074456,-0.1277653,6789.0,6789.0,0.0,2009-05-06
London,England,Shepherd's Bush Empire,,401328.0,Fearless Tour,51.5074456,-0.1277653,6789.0,6789.0,0.0,2009-05-07
London,England,Shepherd's Bush Empire,,401328.0,Fearless Tour,51.5074456,-0.1277653,6789.0,6789.0,0.0,2009-05-06
London,England,Shepherd's Bush Empire,,401328.0,Fearless Tour,51.5074456,-0.1277653,6789.0,6789.0,0.0,2009-05-07
Spokane,United States,Spokane Arena,Gloriana and Kellie Pickler,482146.0,Fearless Tour,47.6571934,-117.42351,10798.0,10798.0,0.0,2009-05-14
Seattle,United States,KeyArena,Gloriana and Kellie Pickler,528637.0,Fearless Tour,47.6038321,-122.330062,12061.0,12061.0,0.0,2009-05-15
Portland,United States,Moda Center,Gloriana and Kellie Pickler,613284.0,Fearless Tour,45.5202471,-122.674194,13226.0,13226.0,0.0,2009-05-16
Nampa,United States,Ford Arena,Gloriana and Kellie Pickler,413622.0,Fearless Tour,43.5737361,-116.559631,8970.0,8970.0,0.0,2009-05-17
Glendale,United States,Jobing.com Arena,Gloriana and Kellie Pickler,647923.0,Fearless Tour,34.1469416,-118.2478471,13052.0,13052.0,0.0,2009-05-21
Los Angeles,United States,Staples Center,Gloriana and Kellie Pickler,720940.0,Fearless Tour,34.0536909,-118.242766,13648.0,13648.0,0.0,2010-04-15
Los Angeles,United States,Staples Center,Gloriana and Kellie Pickler,720940.0,Fearless Tour,34.0536909,-118.242766,13648.0,13648.0,0.0,2010-04-16
Las Vegas,United States,Mandalay Bay Events Center,Gloriana and Kellie Pickler,551051.0,Fearless Tour,36.1011223,-115.1479329,8311.0,8311.0,0.0,2009-05-23
San Diego,United States,Valley View Casino Center,Gloriana and Kellie Pickler,502689.0,Fearless Tour,32.7174202,-117.1627728,10174.0,10174.0,0.0,2009-05-24
Salt Lake City,United States,EnergySolutions Arena,Gloriana and Kellie Pickler,555207.0,Fearless Tour,40.7596198,-111.886797,13042.0,13042.0,0.0,2009-05-26
New Brockton,United States,BamaJam Farms,,0.0,Fearless Tour,31.3857239,-85.9293861,,,,
Columbia,United States,Merriweather Post Pavilion,Gloriana and Kellie Pickler,608438.0,Fearless Tour,34.0003117,-81.0331309,17619.0,17619.0,0.0,2009-06-11
Greensboro,United States,Greensboro Coliseum Complex,Gloriana and Kellie Pickler,690959.0,Fearless Tour,36.0726355,-79.7919754,14641.0,14641.0,0.0,2009-06-12
Oshkosh,United States,Ford Festival Park,,0.0,Fearless Tour,44.0206919,-88.5408574,,,,2009-06-24
Cadott,United States,Amphitheatre Concert Grounds,,0.0,Fearless Tour,44.9480187,-91.1507031,,,,2009-06-25
Calgary,Canada,Pengrowth Saddledome,Gloriana and Kellie Pickler,0.0,Fearless Tour,51.0456064,-114.057541,,,,2009-07-08
Edmonton,Canada,Commonwealth Stadium,,2540906.0,Fearless Tour,53.5462055,-113.491241,33910.0,44500.0,10590.0,2009-07-09
Craven,Canada,Big Valley Park,,0.0,Fearless Tour,50.7072638,-104.8092048,,,,2009-07-10
Winnipeg,Canada,MTS Centre,Gloriana and Kellie Pickler,512487.0,Fearless Tour,49.8955367,-97.1384584,11369.0,11369.0,0.0,2009-07-11
Twin Lakes,United States,Country Thunder Festival,,0.0,Fearless Tour,43.5596779,-93.4229885,,,,2009-07-16
Columbus,United States,Value City Arena,Gloriana and Kellie Pickler,0.0,Fearless Tour,39.9622601,-83.0007065,,,,2009-07-17
Charleston,United States,Charleston Civic Center,Gloriana and Kellie Pickler,0.0,Fearless Tour,32.7884363,-79.9399309,,,,2009-07-18
Cheyenne,United States,Cheyenne Frontier Days Arena,Kellie Pickler,0.0,Fearless Tour,41.139981,-104.820246,,,,2009-07-23
Rapid City,United States,Barnett Arena,Gloriana and Kellie Pickler,0.0,Fearless Tour,44.0806041,-103.228023,,,,2009-07-24
Minot,United States,North Dakota State Fair Grandstand,,0.0,Fearless Tour,48.23251,-101.296273,,,,2009-07-25
Philadelphia,United States,Wachovia Spectrum,Gloriana and Kellie Pickler,0.0,Fearless Tour,39.9527237,-75.1635262,,,,2010-03-18
Philadelphia,United States,Wachovia Spectrum,Gloriana and Kellie Pickler,0.0,Fearless Tour,39.9527237,-75.1635262,,,,2010-03-19
Detroit Lakes,United States,Soo Pass Ranch,,0.0,Fearless Tour,46.817181,-95.845325,,,,2009-08-07
Omaha,United States,Qwest Center Omaha,Gloriana and Kellie Pickler,0.0,Fearless Tour,41.2587459,-95.9383758,,,,2009-08-09
Chelmsford,England,Hylands Park,,0.0,Fearless Tour,51.7345329,0.4730532,,,,2009-08-22
Chelmsford,England,Hylands Park,,0.0,Fearless Tour,51.7345329,0.4730532,,,,2009-08-23
Weston-under-Lizard,England,Weston Park,,0.0,Fearless Tour,52.6957818,-2.2908629,,,,
New York City,United States,Madison Square Garden,Gloriana and Kellie Pickler,976062.0,Fearless Tour,40.7127281,-74.0060152,13597.0,13597.0,0.0,2009-08-27
Montville,United States,Mohegan Sun Arena,Gloriana and Kellie Pickler,296306.0,Fearless Tour,44.4460367,-69.2729194,7507.0,7507.0,0.0,2009-08-28
University Park,United States,Bryce Jordan Center,Gloriana and Kellie Pickler,0.0,Fearless Tour,41.4400344,-87.683377,,,,2009-08-29
Louisville,United States,Freedom Hall,Gloriana and Kellie Pickler,0.0,Fearless Tour,38.2542376,-85.759407,,,,2009-08-30
Duluth,United States,Arena at Gwinnett Center,Gloriana and Kellie Pickler,0.0,Fearless Tour,46.7729322,-92.1251218,,,,2009-09-03
Greenville,United States,Bi-Lo Center,Gloriana and Kellie Pickler,0.0,Fearless Tour,34.851354,-82.3984882,,,,2009-09-04
Charlotte,United States,Time Warner Cable Arena,Gloriana and Kellie Pickler,0.0,Fearless Tour,35.2272086,-80.8430827,,,,2009-09-05
Lafayette,United States,Cajundome,Gloriana and Kellie Pickler,0.0,Fearless Tour,29.9978185,-83.2221527,,,,2009-09-09
Bossier City,United States,CenturyLink Center,Gloriana and Kellie Pickler,0.0,Fearless Tour,32.515887,-93.7336536,,,,2009-09-10
Birmingham,United States,BJCC Arena,Gloriana and Kellie Pickler,0.0,Fearless Tour,33.5206824,-86.8024326,,,,2009-09-11
Nashville,United States,Bridgestone Arena,Gloriana and Kellie Pickler,642387.0,Fearless Tour,36.1622767,-86.7742984,14269.0,14269.0,0.0,2009-09-12
Dallas,United States,American Airlines Center,Gloriana and Kellie Pickler,628062.0,Fearless Tour,32.7762719,-96.7968559,13794.0,13794.0,0.0,2009-09-25
Dallas,United States,American Airlines Center,Gloriana and Kellie Pickler,628062.0,Fearless Tour,32.7762719,-96.7968559,13794.0,13794.0,0.0,2010-03-11
North Little Rock,United States,Verizon Arena,Gloriana and Kellie Pickler,654089.0,Fearless Tour,34.769536,-92.2670941,13978.0,13978.0,0.0,2009-09-26
Tulsa,United States,BOK Center,Gloriana and Kellie Pickler,0.0,Fearless Tour,36.1563122,-95.9927516,,,,2009-09-27
Pittsburgh,United States,Mellon Arena,Gloriana and Kellie Pickler,0.0,Fearless Tour,40.4416941,-79.9900861,,,,2009-10-01
Grand Rapids,United States,Van Andel Arena,Gloriana and Kellie Pickler,0.0,Fearless Tour,42.9632425,-85.6678639,,,,2009-10-02
Cleveland,United States,Quicken Loans Arena,Gloriana and Kellie Pickler,743492.0,Fearless Tour,41.4996574,-81.6936772,15524.0,15524.0,0.0,2009-10-03
Indianapolis,United States,Conseco Fieldhouse,Gloriana and Kellie Pickler,634876.0,Fearless Tour,39.7683331,-86.1583502,13373.0,13373.0,0.0,2009-10-08
Chicago,United States,Allstate Arena,Gloriana and Kellie Pickler,1150896.0,Fearless Tour,41.9941334,-87.8756737,26265.0,26265.0,0.0,2009-10-09
Chicago,United States,Allstate Arena,Gloriana and Kellie Pickler,1150896.0,Fearless Tour,41.9941334,-87.8756737,26265.0,26265.0,0.0,2009-10-10
Chicago,United States,Allstate Arena,Gloriana and Kellie Pickler,1150896.0,Fearless Tour,41.9941334,-87.8756737,26265.0,26265.0,0.0,2009-10-09
Chicago,United States,Allstate Arena,Gloriana and Kellie Pickler,1150896.0,Fearless Tour,41.9941334,-87.8756737,26265.0,26265.0,0.0,2009-10-10
Minneapolis,United States,Target Center,Gloriana and Kellie Pickler,623975.0,Fearless Tour,44.9772995,-93.2654692,13563.0,13563.0,0.0,2009-10-11
London,England,Wembley Arena,Justin Bieber,0.0,Fearless Tour,51.5074456,-0.1277653,,,,2009-11-23
Manchester,England,Manchester Arena,Justin Bieber,0.0,Fearless Tour,53.4794892,-2.2451148,,,,2009-11-24
Brisbane,Australia,Brisbane Entertainment Centre,Gloriana,956505.0,Fearless Tour,-27.4689682,153.0234991,11334.0,11334.0,0.0,2010-02-04
Sydney,Australia,Acer Arena,Gloriana,2030640.0,Fearless Tour,-33.8698439,151.2082848,27030.0,27030.0,0.0,2010-02-06
Sydney,Australia,Acer Arena,Gloriana,2030640.0,Fearless Tour,-33.8698439,151.2082848,27030.0,27030.0,0.0,2010-02-07
Sydney,Australia,Acer Arena,Gloriana,2030640.0,Fearless Tour,-33.8698439,151.2082848,27030.0,27030.0,0.0,2010-02-06
Sydney,Australia,Acer Arena,Gloriana,2030640.0,Fearless Tour,-33.8698439,151.2082848,27030.0,27030.0,0.0,2010-02-07
Newcastle,Australia,Newcastle Entertainment Centre,Gloriana,555396.0,Fearless Tour,-32.9192953,151.7795348,7180.0,7180.0,0.0,2010-02-08
Melbourne,Australia,Rod Laver Arena,Gloriana,1627510.0,Fearless Tour,-37.8142454,144.9631732,23493.0,23493.0,0.0,2010-02-10
Melbourne,Australia,Rod Laver Arena,Gloriana,1627510.0,Fearless Tour,-37.8142454,144.9631732,23493.0,23493.0,0.0,2010-02-11
Melbourne,Australia,Rod Laver Arena,Gloriana,1627510.0,Fearless Tour,-37.8142454,144.9631732,23493.0,23493.0,0.0,2010-02-10
Melbourne,Australia,Rod Laver Arena,Gloriana,1627510.0,Fearless Tour,-37.8142454,144.9631732,23493.0,23493.0,0.0,2010-02-11
Adelaide,Australia,Adelaide Entertainment Centre,Gloriana,585352.0,Fearless Tour,-34.9281805,138.5999312,9066.0,9066.0,0.0,2010-02-12
Tokyo,Japan,Zepp Tokyo,,0.0,Fearless Tour,35.6821936,139.762221,,,,2010-02-17
Tampa,United States,St. Pete Times Forum,Gloriana and Kellie Pickler,793049.0,Fearless Tour,27.9477595,-82.458444,13861.0,13861.0,0.0,2010-03-04
Orlando,United States,Amway Center,Gloriana and Kellie Pickler,598581.0,Fearless Tour,28.5421109,-81.3790304,11101.0,11101.0,0.0,2010-03-05
Sunrise,United States,BankAtlantic Center,Gloriana and Kellie Pickler,777442.0,Fearless Tour,26.1666888,-80.2787573,13453.0,13453.0,0.0,2010-03-07
Austin,United States,Frank Erwin Center,Gloriana and Kellie Pickler,642705.0,Fearless Tour,30.2711286,-97.7436995,11928.0,11928.0,0.0,2010-03-10
Dallas,United States,American Airlines Center,Gloriana and Kellie Pickler,742954.0,Fearless Tour,32.7762719,-96.7968559,14022.0,14022.0,0.0,2009-09-25
Dallas,United States,American Airlines Center,Gloriana and Kellie Pickler,742954.0,Fearless Tour,32.7762719,-96.7968559,14022.0,14022.0,0.0,2010-03-11
Corpus Christi,United States,American Bank Center Arena,Gloriana and Kellie Pickler,501169.0,Fearless Tour,27.7635302,-97.4033191,8423.0,8423.0,0.0,2010-03-12
Philadelphia,United States,Wachovia Spectrum,Gloriana and Kellie Pickler,2002321.0,Fearless Tour,39.9527237,-75.1635262,30360.0,30360.0,0.0,2010-03-18
Philadelphia,United States,Wachovia Spectrum,Gloriana and Kellie Pickler,2002321.0,Fearless Tour,39.9527237,-75.1635262,30360.0,30360.0,0.0,2010-03-19
Philadelphia,United States,Wachovia Spectrum,Gloriana and Kellie Pickler,2002321.0,Fearless Tour,39.9527237,-75.1635262,30360.0,30360.0,0.0,2010-03-18
Philadelphia,United States,Wachovia Spectrum,Gloriana and Kellie Pickler,2002321.0,Fearless Tour,39.9527237,-75.1635262,30360.0,30360.0,0.0,2010-03-19
Charlottesville,United States,John Paul Jones Arena,Gloriana and Kellie Pickler,664305.0,Fearless Tour,38.029306,-78.4766781,11858.0,11858.0,0.0,2010-03-20
Auburn Hills,United States,The Palace of Auburn Hills,Gloriana and Kellie Pickler,1711591.0,Fearless Tour,42.6875323,-83.2341028,29125.0,29125.0,0.0,2010-03-26
Auburn Hills,United States,The Palace of Auburn Hills,Gloriana and Kellie Pickler,1711591.0,Fearless Tour,42.6875323,-83.2341028,29125.0,29125.0,0.0,2010-03-27
Auburn Hills,United States,The Palace of Auburn Hills,Gloriana and Kellie Pickler,1711591.0,Fearless Tour,42.6875323,-83.2341028,29125.0,29125.0,0.0,2010-03-26
Auburn Hills,United States,The Palace of Auburn Hills,Gloriana and Kellie Pickler,1711591.0,Fearless Tour,42.6875323,-83.2341028,29125.0,29125.0,0.0,2010-03-27
Cincinnati,United States,U.S. Bank Arena,Gloriana and Kellie Pickler,645592.0,Fearless Tour,39.1014537,-84.5124602,11208.0,11208.0,0.0,2010-03-28
Oklahoma City,United States,Ford Center,Gloriana and Kellie Pickler,675184.0,Fearless Tour,35.4729886,-97.5170536,11795.0,11795.0,0.0,2010-03-31
Wichita,United States,Intrust Bank Arena,Gloriana and Kellie Pickler,610801.0,Fearless Tour,37.6922361,-97.3375448,11208.0,11208.0,0.0,2010-04-01
Kansas City,United States,Sprint Center,Gloriana and Kellie Pickler,761110.0,Fearless Tour,39.100105,-94.5781416,13781.0,13781.0,0.0,2010-04-02
Denver,United States,Pepsi Center,Gloriana and Kellie Pickler,1497135.0,Fearless Tour,39.7392364,-104.984862,25991.0,25991.0,0.0,2010-04-06
Denver,United States,Pepsi Center,Gloriana and Kellie Pickler,1497135.0,Fearless Tour,39.7392364,-104.984862,25991.0,25991.0,0.0,2010-04-07
Denver,United States,Pepsi Center,Gloriana and Kellie Pickler,1497135.0,Fearless Tour,39.7392364,-104.984862,25991.0,25991.0,0.0,2010-04-06
Denver,United States,Pepsi Center,Gloriana and Kellie Pickler,1497135.0,Fearless Tour,39.7392364,-104.984862,25991.0,25991.0,0.0,2010-04-07
Fresno,United States,Save Mart Center,Gloriana and Kellie Pickler,649488.0,Fearless Tour,36.7295295,-119.70886126075588,11706.0,11706.0,0.0,2010-04-10
San Jose,United States,HP Pavilion,Gloriana and Kellie Pickler,716726.0,Fearless Tour,37.3361663,-121.890591,12744.0,12744.0,0.0,2010-04-11
Los Angeles,United States,Staples Center,Gloriana and Kellie Pickler,1736197.0,Fearless Tour,34.0536909,-118.242766,27518.0,27518.0,0.0,2010-04-15
Los Angeles,United States,Staples Center,Gloriana and Kellie Pickler,1736197.0,Fearless Tour,34.0536909,-118.242766,27518.0,27518.0,0.0,2010-04-16
Los Angeles,United States,Staples Center,Gloriana and Kellie Pickler,1736197.0,Fearless Tour,34.0536909,-118.242766,27518.0,27518.0,0.0,2010-04-15
Los Angeles,United States,Staples Center,Gloriana and Kellie Pickler,1736197.0,Fearless Tour,34.0536909,-118.242766,27518.0,27518.0,0.0,2010-04-16
Lexington,United States,Rupp Arena,Gloriana and Kellie Pickler,1024223.0,Fearless Tour,38.0464066,-84.4970393,17966.0,17966.0,0.0,2010-04-29
Columbia,United States,Colonial Life Arena,Gloriana and Kellie Pickler,755475.0,Fearless Tour,34.0003117,-81.0331309,13429.0,13429.0,0.0,2010-04-30
Raleigh,United States,RBC Center,Gloriana and Kellie Pickler,752303.0,Fearless Tour,35.7803977,-78.6390989,13895.0,13895.0,0.0,2010-05-01
Des Moines,United States,Wells Fargo Arena,Gloriana and Kellie Pickler,738280.0,Fearless Tour,41.5910323,-93.6046655,13264.0,13264.0,0.0,2010-05-06
Saint Paul,United States,Xcel Energy Center,Gloriana and Kellie Pickler,846111.0,Fearless Tour,44.9497487,-93.0931028,14914.0,14914.0,0.0,2010-05-07
Moline,United States,iWireless Center,Gloriana and Kellie Pickler,610668.0,Fearless Tour,41.5058344,-90.5136642,10641.0,10641.0,0.0,2010-05-08
Newark,United States,Prudential Center,Gloriana and Kellie Pickler,1742669.0,Fearless Tour,40.735657,-74.1723667,26065.0,26065.0,0.0,2010-05-12
Newark,United States,Prudential Center,Gloriana and Kellie Pickler,1742669.0,Fearless Tour,40.735657,-74.1723667,26065.0,26065.0,0.0,2010-05-13
Newark,United States,Prudential Center,Gloriana and Kellie Pickler,1742669.0,Fearless Tour,40.735657,-74.1723667,26065.0,26065.0,0.0,2010-05-12
Newark,United States,Prudential Center,Gloriana and Kellie Pickler,1742669.0,Fearless Tour,40.735657,-74.1723667,26065.0,26065.0,0.0,2010-05-13
Uniondale,United States,Nassau Veterans Memorial Coliseum,Gloriana and Kellie Pickler,1713529.0,Fearless Tour,40.7095827,-73.592341,25831.0,25831.0,0.0,2010-05-14
Uniondale,United States,Nassau Veterans Memorial Coliseum,Gloriana and Kellie Pickler,1713529.0,Fearless Tour,40.7095827,-73.592341,25831.0,25831.0,0.0,2010-05-15
Uniondale,United States,Nassau Veterans Memorial Coliseum,Gloriana and Kellie Pickler,1713529.0,Fearless Tour,40.7095827,-73.592341,25831.0,25831.0,0.0,2010-05-14
Uniondale,United States,Nassau Veterans Memorial Coliseum,Gloriana and Kellie Pickler,1713529.0,Fearless Tour,40.7095827,-73.592341,25831.0,25831.0,0.0,2010-05-15
Ottawa,Canada,Scotiabank Place,Gloriana and Kellie Pickler,873206.0,Fearless Tour,45.4208777,-75.6901106,13376.0,13376.0,0.0,2010-05-20
Toronto,Canada,Air Canada Centre,Gloriana and Kellie Pickler,2497690.0,Fearless Tour,43.6534817,-79.3839347,30458.0,30458.0,0.0,2010-05-21
Toronto,Canada,Air Canada Centre,Gloriana and Kellie Pickler,2497690.0,Fearless Tour,43.6534817,-79.3839347,30458.0,30458.0,0.0,2010-05-22
Toronto,Canada,Air Canada Centre,Gloriana and Kellie Pickler,2497690.0,Fearless Tour,43.6534817,-79.3839347,30458.0,30458.0,0.0,2010-05-21
Toronto,Canada,Air Canada Centre,Gloriana and Kellie Pickler,2497690.0,Fearless Tour,43.6534817,-79.3839347,30458.0,30458.0,0.0,2010-05-22
Houston,United States,Toyota Center,Gloriana and Kellie Pickler,1290926.0,Fearless Tour,29.7589382,-95.3676974,23493.0,23493.0,0.0,2010-05-25
Houston,United States,Toyota Center,Gloriana and Kellie Pickler,1290926.0,Fearless Tour,29.7589382,-95.3676974,23493.0,23493.0,0.0,2010-05-26
Houston,United States,Toyota Center,Gloriana and Kellie Pickler,1290926.0,Fearless Tour,29.7589382,-95.3676974,23493.0,23493.0,0.0,2010-05-25
Houston,United States,Toyota Center,Gloriana and Kellie Pickler,1290926.0,Fearless Tour,29.7589382,-95.3676974,23493.0,23493.0,0.0,2010-05-26
Baton Rouge,United States,Tiger Stadium,,0.0,Fearless Tour,30.4494155,-91.1869659,,,,2010-05-29
Washington,United States,Verizon Center,Gloriana and Kellie Pickler,1824743.0,Fearless Tour,38.8950368,-77.0365427,27290.0,27290.0,0.0,2010-06-01
Washington,United States,Verizon Center,Gloriana and Kellie Pickler,1824743.0,Fearless Tour,38.8950368,-77.0365427,27290.0,27290.0,0.0,2010-06-02
Washington,United States,Verizon Center,Gloriana and Kellie Pickler,1824743.0,Fearless Tour,38.8950368,-77.0365427,27290.0,27290.0,0.0,2010-06-01
Washington,United States,Verizon Center,Gloriana and Kellie Pickler,1824743.0,Fearless Tour,38.8950368,-77.0365427,27290.0,27290.0,0.0,2010-06-02
Foxborough,United States,Gillette Stadium,Gloriana and Justin Bieber and Kellie Pickler,3726157.0,Fearless Tour,42.0653768,-71.2478308,56868.0,56868.0,0.0,2010-06-05
Paradise Island,The Bahamas,Imperial Ballroom,Gloriana and Kellie Pickler,0.0,Fearless Tour,25.0782266,-77.3383438,,,,2010-06-19
Cavendish,Canada,Cavendish Beach Festival Grounds,,0.0,Fearless Tour,46.4912529,-63.3785021,35000.0,35000.0,0.0,2010-07-10
Singapore,Singapore,Singapore Indoor Stadium,Sezairi Sezali,916850.0,Speak Now World Tour,1.357107,103.8194992,8964.0,8964.0,0.0,2011-02-09
Seoul,South Korea,Olympic Gymnastics Arena,,385374.0,Speak Now World Tour,37.5666791,126.9782914,4725.0,4725.0,0.0,2011-02-11
Osaka,Japan,Osaka-Jo Hall,,758113.0,Speak Now World Tour,34.6198813,135.490357,6953.0,6953.0,0.0,2011-02-13
Tokyo,Japan,Nippon Budokan,,1738227.0,Speak Now World Tour,35.6821936,139.762221,15955.0,15955.0,0.0,2011-02-16
Tokyo,Japan,Nippon Budokan,,1738227.0,Speak Now World Tour,35.6821936,139.762221,15955.0,15955.0,0.0,2011-02-17
Tokyo,Japan,Nippon Budokan,,1738227.0,Speak Now World Tour,35.6821936,139.762221,15955.0,15955.0,0.0,2011-02-16
Tokyo,Japan,Nippon Budokan,,1738227.0,Speak Now World Tour,35.6821936,139.762221,15955.0,15955.0,0.0,2011-02-17
Quezon City,Philippines,Smart Araneta Coliseum,Sam Concepcion,859037.0,Speak Now World Tour,14.6508,121.04821,12667.0,12667.0,0.0,2011-02-19
Hong Kong,Hong Kong,AsiaWorld–Arena,Saito Johnny,1030633.0,Speak Now World Tour,22.2793278,114.1628131,12573.0,12573.0,0.0,2011-02-21
Brussels,Belgium,Forest National,Tom Dice,219212.0,Speak Now World Tour,50.8550018,4.3512333761166175,4622.0,4622.0,0.0,2011-03-06
Rotterdam,Netherlands,Rotterdam Ahoy,Tom Dice,248314.0,Speak Now World Tour,51.9244424,4.47775,4799.0,4799.0,0.0,2011-03-07
Oslo,Norway,Oslo Spektrum,,815246.0,Speak Now World Tour,59.9133301,10.7389701,8650.0,8650.0,0.0,2011-03-09
Oberhausen,Germany,König Pilsener Arena,Martin & James,370028.0,Speak Now World Tour,51.4696137,6.8514435,6082.0,6082.0,0.0,2011-03-12
Milan,Italy,Mediolanum Forum,Emma Marrone,153303.0,Speak Now World Tour,45.4641943,9.1896346,3421.0,5585.0,2164.0,2011-03-15
Paris,France,Zénith Paris,,201781.0,Speak Now World Tour,48.8534951,2.3483915,3598.0,8500.0,4902.0,2011-03-17
Madrid,Spain,Palacio de los Deportes,The Bright,251864.0,Speak Now World Tour,40.4167047,-3.7035825,3962.0,3962.0,0.0,2011-03-19
Birmingham,England,LG Arena,Martin & James,508854.0,Speak Now World Tour,52.4796992,-1.9026911,9339.0,9339.0,0.0,2011-03-22
Belfast,Northern Ireland,Odyssey Arena,Ryan Sheridan,379001.0,Speak Now World Tour,54.596391,-5.9301829,8058.0,8058.0,0.0,2011-03-25
Dublin,Ireland,The O2,Ryan Sheridan,419806.0,Speak Now World Tour,53.3493795,-6.2605593,8681.0,8681.0,0.0,2011-03-27
Manchester,England,Manchester Arena,Martin & James,580558.0,Speak Now World Tour,53.4794892,-2.2451148,10488.0,11622.0,1134.0,2011-03-29
London,England,The O2 Arena,Martin & James,891152.0,Speak Now World Tour,51.5074456,-0.1277653,15265.0,15681.0,416.0,2011-03-30
Omaha,United States,Qwest Center Omaha,Needtobreathe,1717104.0,Speak Now World Tour,41.2587459,-95.9383758,26992.0,26992.0,0.0,2011-05-27
Omaha,United States,Qwest Center Omaha,Needtobreathe,1717104.0,Speak Now World Tour,41.2587459,-95.9383758,26992.0,26992.0,0.0,2011-05-28
Omaha,United States,Qwest Center Omaha,Needtobreathe,1717104.0,Speak Now World Tour,41.2587459,-95.9383758,26992.0,26992.0,0.0,2011-05-27
Omaha,United States,Qwest Center Omaha,Needtobreathe,1717104.0,Speak Now World Tour,41.2587459,-95.9383758,26992.0,26992.0,0.0,2011-05-28
Des Moines,United States,Wells Fargo Arena,Needtobreathe,862771.0,Speak Now World Tour,41.5910323,-93.6046655,13149.0,13149.0,0.0,2011-05-29
Sunrise,United States,BankAtlantic Center,Needtobreathe,1582951.0,Speak Now World Tour,26.1666888,-80.2787573,24077.0,24077.0,0.0,2011-06-02
Sunrise,United States,BankAtlantic Center,Needtobreathe,1582951.0,Speak Now World Tour,26.1666888,-80.2787573,24077.0,24077.0,0.0,2011-06-03
Sunrise,United States,BankAtlantic Center,Needtobreathe,1582951.0,Speak Now World Tour,26.1666888,-80.2787573,24077.0,24077.0,0.0,2011-06-02
Sunrise,United States,BankAtlantic Center,Needtobreathe,1582951.0,Speak Now World Tour,26.1666888,-80.2787573,24077.0,24077.0,0.0,2011-06-03
Orlando,United States,Amway Center,Needtobreathe,791980.0,Speak Now World Tour,28.5421109,-81.3790304,12262.0,12262.0,0.0,2011-06-04
Columbus,United States,Nationwide Arena,Needtobreathe,955259.0,Speak Now World Tour,39.9622601,-83.0007065,14817.0,14817.0,0.0,2011-06-07
Milwaukee,United States,Bradley Center,Needtobreathe,897042.0,Speak Now World Tour,43.0349931,-87.922497,13748.0,13748.0,0.0,2011-06-08
Detroit,United States,Ford Field,Needtobreathe,3453549.0,Speak Now World Tour,42.3315509,-83.0466403,47992.0,47992.0,0.0,2011-06-11
Saint Paul,United States,Xcel Energy Center,Needtobreathe,1913737.0,Speak Now World Tour,44.9497487,-93.0931028,28977.0,28977.0,0.0,2011-06-14
Saint Paul,United States,Xcel Energy Center,Needtobreathe,1913737.0,Speak Now World Tour,44.9497487,-93.0931028,28977.0,28977.0,0.0,2011-06-15
Saint Paul,United States,Xcel Energy Center,Needtobreathe,1913737.0,Speak Now World Tour,44.9497487,-93.0931028,28977.0,28977.0,0.0,2011-06-14
Saint Paul,United States,Xcel Energy Center,Needtobreathe,1913737.0,Speak Now World Tour,44.9497487,-93.0931028,28977.0,28977.0,0.0,2011-06-15
Pittsburgh,United States,Heinz Field,Needtobreathe,4009118.0,Speak Now World Tour,40.4416941,-79.9900861,52009.0,52009.0,0.0,2011-06-18
Buffalo,United States,First Niagara Center,Needtobreathe,966749.0,Speak Now World Tour,37.7097669,-95.6974822,14487.0,14487.0,0.0,2011-06-21
Hartford,United States,XL Center,Needtobreathe,810165.0,Speak Now World Tour,41.764582,-72.6908547,12436.0,12436.0,0.0,2011-06-22
Foxborough,United States,Gillette Stadium,Needtobreathe,8026350.0,Speak Now World Tour,42.0653768,-71.2478308,110800.0,110800.0,0.0,2011-06-25
Foxborough,United States,Gillette Stadium,Needtobreathe,8026350.0,Speak Now World Tour,42.0653768,-71.2478308,110800.0,110800.0,0.0,2011-06-26
Foxborough,United States,Gillette Stadium,Needtobreathe,8026350.0,Speak Now World Tour,42.0653768,-71.2478308,110800.0,110800.0,0.0,2011-06-25
