City,Country,Venue,Opening act(s),Revenue,Tour,Latitude,Longitude,Tickets sold,Available,Difference,concert_date
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The 1989 World Tour,34.1469416,-118.2478471,26520.0,26520.0,0.0,2015-08-17
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The 1989 World Tour,34.1469416,-118.2478471,26520.0,26520.0,0.0,2015-08-18
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The 1989 World Tour,34.1469416,-118.2478471,26520.0,26520.0,0.0,2015-08-17
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The 1989 World Tour,34.1469416,-118.2478471,26520.0,26520.0,0.0,2015-08-18
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-21
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-22
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-24
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-25
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-26
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-21
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-22
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-24
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-25
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-26
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-21
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-22
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-24
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-25
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-26
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-21
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-22
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-24
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-25
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-26
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-21
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-22
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-24
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-25
Los Angeles,United States,Staples Center,Vance Joy and Haim,8961681.0,The 1989 World Tour,34.0536909,-118.242766,70563.0,70563.0,0.0,2015-08-26
San Diego,United States,Petco Park,Vance Joy and Shawn Mendes,5475237.0,The 1989 World Tour,32.7174202,-117.1627728,44710.0,44710.0,0.0,2015-08-29
Salt Lake City,United States,EnergySolutions Arena,Vance Joy,1589686.0,The 1989 World Tour,40.7596198,-111.886797,14131.0,14131.0,0.0,2015-09-04
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The 1989 World Tour,39.7392364,-104.984862,27126.0,27126.0,0.0,2015-09-05
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The 1989 World Tour,39.7392364,-104.984862,27126.0,27126.0,0.0,2015-09-06
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The 1989 World Tour,39.7392364,-104.984862,27126.0,27126.0,0.0,2015-09-05
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The 1989 World Tour,39.7392364,-104.984862,27126.0,27126.0,0.0,2015-09-06
Houston,United States,Minute Maid Park,Vance Joy and Shawn Mendes,5202196.0,The 1989 World Tour,29.7589382,-95.3676974,40122.0,40122.0,0.0,2015-09-09
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-11
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-12
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-13
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-11
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-12
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-13
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-11
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-12
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The 1989 World Tour,44.9497487,-93.0931028,45126.0,45126.0,0.0,2015-09-13
Indianapolis,United States,Bankers Life Fieldhouse,Vance Joy,1550268.0,The 1989 World Tour,39.7683331,-86.1583502,14010.0,14010.0,0.0,2015-09-16
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The 1989 World Tour,39.9622601,-83.0007065,29936.0,29936.0,0.0,2015-09-17
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The 1989 World Tour,39.9622601,-83.0007065,29936.0,29936.0,0.0,2015-09-18
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The 1989 World Tour,39.9622601,-83.0007065,29936.0,29936.0,0.0,2015-09-17
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The 1989 World Tour,39.9622601,-83.0007065,29936.0,29936.0,0.0,2015-09-18
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The 1989 World Tour,39.100105,-94.5781416,27857.0,27857.0,0.0,2015-09-21
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The 1989 World Tour,39.100105,-94.5781416,27857.0,27857.0,0.0,2015-09-22
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The 1989 World Tour,39.100105,-94.5781416,27857.0,27857.0,0.0,2015-09-21
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The 1989 World Tour,39.100105,-94.5781416,27857.0,27857.0,0.0,2015-09-22
Nashville,United States,Bridgestone Arena,Vance Joy and Haim,3354844.0,The 1989 World Tour,36.1622767,-86.7742984,28917.0,28917.0,0.0,2015-09-25
Nashville,United States,Bridgestone Arena,Vance Joy and Haim,3354844.0,The 1989 World Tour,36.1622767,-86.7742984,28917.0,28917.0,0.0,2015-09-26
Nashville,United States,Bridgestone Arena,Vance Joy and Haim,3354844.0,The 1989 World Tour,36.1622767,-86.7742984,28917.0,28917.0,0.0,2015-09-25
Nashville,United States,Bridgestone Arena,Vance Joy and Haim,3354844.0,The 1989 World Tour,36.1622767,-86.7742984,28917.0,28917.0,0.0,2015-09-26
St. Louis,United States,Scottrade Center,Vance Joy and Haim,3452940.0,The 1989 World Tour,38.6280278,-90.1910154,29688.0,29688.0,0.0,2015-09-28
St. Louis,United States,Scottrade Center,Vance Joy and Haim,3452940.0,The 1989 World Tour,38.6280278,-90.1910154,29688.0,29688.0,0.0,2015-09-29
St. Louis,United States,Scottrade Center,Vance Joy and Haim,3452940.0,The 1989 World Tour,38.6280278,-90.1910154,29688.0,29688.0,0.0,2015-09-28
St. Louis,United States,Scottrade Center,Vance Joy and Haim,3452940.0,The 1989 World Tour,38.6280278,-90.1910154,29688.0,29688.0,0.0,2015-09-29
Toronto,Canada,Rogers Centre,Vance Joy and Shawn Mendes,8670990.0,The 1989 World Tour,43.6534817,-79.3839347,99283.0,99283.0,0.0,2015-10-02
Toronto,Canada,Rogers Centre,Vance Joy and Shawn Mendes,8670990.0,The 1989 World Tour,43.6534817,-79.3839347,99283.0,99283.0,0.0,2015-10-03
Toronto,Canada,Rogers Centre,Vance Joy and Shawn Mendes,8670990.0,The 1989 World Tour,43.6534817,-79.3839347,99283.0,99283.0,0.0,2015-10-02
Toronto,Canada,Rogers Centre,Vance Joy and Shawn Mendes,8670990.0,The 1989 World Tour,43.6534817,-79.3839347,99283.0,99283.0,0.0,2015-10-03
Des Moines,United States,Wells Fargo Arena,Vance Joy,1566321.0,The 1989 World Tour,41.5910323,-93.6046655,13969.0,13969.0,0.0,2015-10-08
Omaha,United States,CenturyLink Center,Vance Joy,3121421.0,The 1989 World Tour,41.2587459,-95.9383758,29622.0,29622.0,0.0,2015-10-09
Omaha,United States,CenturyLink Center,Vance Joy,3121421.0,The 1989 World Tour,41.2587459,-95.9383758,29622.0,29622.0,0.0,2015-10-10
Omaha,United States,CenturyLink Center,Vance Joy,3121421.0,The 1989 World Tour,41.2587459,-95.9383758,29622.0,29622.0,0.0,2015-10-09
Omaha,United States,CenturyLink Center,Vance Joy,3121421.0,The 1989 World Tour,41.2587459,-95.9383758,29622.0,29622.0,0.0,2015-10-10
Fargo,United States,Fargodome,Vance Joy,2219188.0,The 1989 World Tour,46.877229,-96.789821,21067.0,21067.0,0.0,2015-10-12
Arlington,United States,AT&T Stadium,Vance Joy and Shawn Mendes,7396733.0,The 1989 World Tour,32.7355816,-97.1071186,62630.0,62630.0,0.0,2015-10-17
Lexington,United States,Rupp Arena,Vance Joy,1870471.0,The 1989 World Tour,38.0464066,-84.4970393,17084.0,17084.0,0.0,2015-10-20
Greensboro,United States,Greensboro Coliseum Complex,Vance Joy,1662171.0,The 1989 World Tour,36.0726355,-79.7919754,15079.0,15079.0,0.0,2015-10-21
Atlanta,United States,Georgia Dome,Vance Joy and Shawn Mendes,6034846.0,The 1989 World Tour,33.7489924,-84.3902644,56046.0,56046.0,0.0,2015-10-24
Miami,United States,American Airlines Arena,Vance Joy,1527919.0,The 1989 World Tour,25.7741728,-80.19362,14044.0,14044.0,0.0,2015-10-27
Tampa,United States,Raymond James Stadium,Vance Joy and Shawn Mendes,6202515.0,The 1989 World Tour,27.9477595,-82.458444,56987.0,56987.0,0.0,2015-10-31
Singapore,Singapore,Singapore Indoor Stadium,,3217569.0,The 1989 World Tour,1.357107,103.8194992,17726.0,17726.0,0.0,2015-11-07
Singapore,Singapore,Singapore Indoor Stadium,,3217569.0,The 1989 World Tour,1.357107,103.8194992,17726.0,17726.0,0.0,2015-11-08
Singapore,Singapore,Singapore Indoor Stadium,,3217569.0,The 1989 World Tour,1.357107,103.8194992,17726.0,17726.0,0.0,2015-11-07
Singapore,Singapore,Singapore Indoor Stadium,,3217569.0,The 1989 World Tour,1.357107,103.8194992,17726.0,17726.0,0.0,2015-11-08
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-10
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-11
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-12
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-10
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-11
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-12
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-10
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-11
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The 1989 World Tour,31.2312707,121.4700152,37758.0,37758.0,0.0,2015-11-12
Sydney,Australia,ANZ Stadium,Vance Joy,6571683.0,The 1989 World Tour,-33.8698439,151.2082848,75980.0,75980.0,0.0,2015-11-28
Brisbane,Australia,Suncorp Stadium,Vance Joy,4759471.0,The 1989 World Tour,-27.4689682,153.0234991,46881.0,46881.0,0.0,2015-12-05
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The 1989 World Tour,-34.9281805,138.5999312,20090.0,20090.0,0.0,2015-12-07
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The 1989 World Tour,-34.9281805,138.5999312,20090.0,20090.0,0.0,2015-12-08
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The 1989 World Tour,-34.9281805,138.5999312,20090.0,20090.0,0.0,2015-12-07
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The 1989 World Tour,-34.9281805,138.5999312,20090.0,20090.0,0.0,2015-12-08
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-10
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-11
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-12
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-10
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-11
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-12
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-10
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-11
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The 1989 World Tour,-37.8142454,144.9631732,98136.0,98136.0,0.0,2015-12-12
Glendale,United States,University of Phoenix Stadium,Camila Cabello and Charli XCX,7214478.0,Reputation Stadium Tour,34.1469416,-118.2478471,59157.0,59157.0,0.0,2018-05-08
Santa Clara,United States,Levi's Stadium,Camila Cabello and Charli XCX,14006963.0,Reputation Stadium Tour,37.2333253,-121.6846349,107550.0,107550.0,0.0,2018-05-11
Santa Clara,United States,Levi's Stadium,Camila Cabello and Charli XCX,14006963.0,Reputation Stadium Tour,37.2333253,-121.6846349,107550.0,107550.0,0.0,2018-05-12
Santa Clara,United States,Levi's Stadium,Camila Cabello and Charli XCX,14006963.0,Reputation Stadium Tour,37.2333253,-121.6846349,107550.0,107550.0,0.0,2018-05-11
Santa Clara,United States,Levi's Stadium,Camila Cabello and Charli XCX,14006963.0,Reputation Stadium Tour,37.2333253,-121.6846349,107550.0,107550.0,0.0,2018-05-12
Pasadena,United States,Rose Bowl,Camila Cabello and Charli XCX,16251980.0,Reputation Stadium Tour,34.1476507,-118.1441551,118084.0,118084.0,0.0,2018-05-18
Pasadena,United States,Rose Bowl,Camila Cabello and Charli XCX,16251980.0,Reputation Stadium Tour,34.1476507,-118.1441551,118084.0,118084.0,0.0,2018-05-19
Pasadena,United States,Rose Bowl,Camila Cabello and Charli XCX,16251980.0,Reputation Stadium Tour,34.1476507,-118.1441551,118084.0,118084.0,0.0,2018-05-18
Pasadena,United States,Rose Bowl,Camila Cabello and Charli XCX,16251980.0,Reputation Stadium Tour,34.1476507,-118.1441551,118084.0,118084.0,0.0,2018-05-19
Seattle,United States,CenturyLink Field,Charli XCX,8672219.0,Reputation Stadium Tour,47.6038321,-122.330062,56021.0,56021.0,0.0,2018-05-22
Denver,United States,Sports Authority Field at Mile High,Camila Cabello and Charli XCX,7926366.0,Reputation Stadium Tour,39.7392364,-104.984862,57140.0,57140.0,0.0,2018-05-25
Chicago,United States,Soldier Field,Camila Cabello and Charli XCX,14576697.0,Reputation Stadium Tour,41.8755616,-87.6244212,105208.0,105208.0,0.0,2018-06-01
Chicago,United States,Soldier Field,Camila Cabello and Charli XCX,14576697.0,Reputation Stadium Tour,41.8755616,-87.6244212,105208.0,105208.0,0.0,2018-06-02
Chicago,United States,Soldier Field,Camila Cabello and Charli XCX,14576697.0,Reputation Stadium Tour,41.8755616,-87.6244212,105208.0,105208.0,0.0,2018-06-01
Chicago,United States,Soldier Field,Camila Cabello and Charli XCX,14576697.0,Reputation Stadium Tour,41.8755616,-87.6244212,105208.0,105208.0,0.0,2018-06-02
Manchester,England,Etihad Stadium,Camila Cabello and Charli XCX,6169724.0,Reputation Stadium Tour,53.4794892,-2.2451148,77258.0,77258.0,0.0,2018-06-08
Manchester,England,Etihad Stadium,Camila Cabello and Charli XCX,6169724.0,Reputation Stadium Tour,53.4794892,-2.2451148,77258.0,77258.0,0.0,2018-06-09
Manchester,England,Etihad Stadium,Camila Cabello and Charli XCX,6169724.0,Reputation Stadium Tour,53.4794892,-2.2451148,77258.0,77258.0,0.0,2018-06-08
Manchester,England,Etihad Stadium,Camila Cabello and Charli XCX,6169724.0,Reputation Stadium Tour,53.4794892,-2.2451148,77258.0,77258.0,0.0,2018-06-09
Dublin,Ireland,Croke Park,Camila Cabello and Charli XCX,8567769.0,Reputation Stadium Tour,53.3493795,-6.2605593,133034.0,133034.0,0.0,2018-06-15
Dublin,Ireland,Croke Park,Camila Cabello and Charli XCX,8567769.0,Reputation Stadium Tour,53.3493795,-6.2605593,133034.0,133034.0,0.0,2018-06-16
Dublin,Ireland,Croke Park,Camila Cabello and Charli XCX,8567769.0,Reputation Stadium Tour,53.3493795,-6.2605593,133034.0,133034.0,0.0,2018-06-15
Dublin,Ireland,Croke Park,Camila Cabello and Charli XCX,8567769.0,Reputation Stadium Tour,53.3493795,-6.2605593,133034.0,133034.0,0.0,2018-06-16
London,England,Wembley Stadium,Camila Cabello and Charli XCX,12214933.0,Reputation Stadium Tour,51.5074456,-0.1277653,143427.0,143427.0,0.0,2018-06-22
London,England,Wembley Stadium,Camila Cabello and Charli XCX,12214933.0,Reputation Stadium Tour,51.5074456,-0.1277653,143427.0,143427.0,0.0,2018-06-23
London,England,Wembley Stadium,Camila Cabello and Charli XCX,12214933.0,Reputation Stadium Tour,51.5074456,-0.1277653,143427.0,143427.0,0.0,2018-06-22
London,England,Wembley Stadium,Camila Cabello and Charli XCX,12214933.0,Reputation Stadium Tour,51.5074456,-0.1277653,143427.0,143427.0,0.0,2018-06-23
Louisville,United States,Cardinal Stadium,Camila Cabello and Charli XCX,4928219.0,Reputation Stadium Tour,38.2542376,-85.759407,52138.0,52138.0,0.0,2018-06-30
Columbus,United States,Ohio Stadium,Camila Cabello and Charli XCX,6606529.0,Reputation Stadium Tour,39.9622601,-83.0007065,62897.0,62897.0,0.0,2018-07-07
Landover,United States,FedExField,Camila Cabello and Charli XCX,11396004.0,Reputation Stadium Tour,38.9340002,-76.8966397,95672.0,95672.0,0.0,2018-07-10
Landover,United States,FedExField,Camila Cabello and Charli XCX,11396004.0,Reputation Stadium Tour,38.9340002,-76.8966397,95672.0,95672.0,0.0,2018-07-11
Landover,United States,FedExField,Camila Cabello and Charli XCX,11396004.0,Reputation Stadium Tour,38.9340002,-76.8966397,95672.0,95672.0,0.0,2018-07-10
Landover,United States,FedExField,Camila Cabello and Charli XCX,11396004.0,Reputation Stadium Tour,38.9340002,-76.8966397,95672.0,95672.0,0.0,2018-07-11
Philadelphia,United States,Lincoln Financial Field,Camila Cabello and Charli XCX,11951047.0,Reputation Stadium Tour,39.9527237,-75.1635262,107378.0,107378.0,0.0,2018-07-13
Philadelphia,United States,Lincoln Financial Field,Camila Cabello and Charli XCX,11951047.0,Reputation Stadium Tour,39.9527237,-75.1635262,107378.0,107378.0,0.0,2018-07-14
Philadelphia,United States,Lincoln Financial Field,Camila Cabello and Charli XCX,11951047.0,Reputation Stadium Tour,39.9527237,-75.1635262,107378.0,107378.0,0.0,2018-07-13
Philadelphia,United States,Lincoln Financial Field,Camila Cabello and Charli XCX,11951047.0,Reputation Stadium Tour,39.9527237,-75.1635262,107378.0,107378.0,0.0,2018-07-14
Cleveland,United States,FirstEnergy Stadium,Camila Cabello and Charli XCX,5148757.0,Reputation Stadium Tour,41.4996574,-81.6936772,51323.0,51323.0,0.0,2018-07-17
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-20
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-21
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-22
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-20
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-21
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-22
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-20
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-21
East Rutherford,United States,MetLife Stadium,Camila Cabello and Charli XCX,22031386.0,Reputation Stadium Tour,40.833989,-74.0970865,165654.0,165654.0,0.0,2018-07-22
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-26
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-27
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-28
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-26
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-27
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-28
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-26
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-27
Foxborough,United States,Gillette Stadium,Camila Cabello and Charli XCX,21779846.0,Reputation Stadium Tour,42.0653768,-71.2478308,174764.0,174764.0,0.0,2018-07-28
Toronto,Canada,Rogers Centre,Camila Cabello and Charli XCX,11177000.0,Reputation Stadium Tour,43.6534817,-79.3839347,100310.0,100310.0,0.0,2018-08-03
Toronto,Canada,Rogers Centre,Camila Cabello and Charli XCX,11177000.0,Reputation Stadium Tour,43.6534817,-79.3839347,100310.0,100310.0,0.0,2018-08-04
Toronto,Canada,Rogers Centre,Camila Cabello and Charli XCX,11177000.0,Reputation Stadium Tour,43.6534817,-79.3839347,100310.0,100310.0,0.0,2018-08-03
Toronto,Canada,Rogers Centre,Camila Cabello and Charli XCX,11177000.0,Reputation Stadium Tour,43.6534817,-79.3839347,100310.0,100310.0,0.0,2018-08-04
Pittsburgh,United States,Heinz Field,Camila Cabello and Charli XCX,6230876.0,Reputation Stadium Tour,40.4416941,-79.9900861,56445.0,56445.0,0.0,2018-08-07
Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello and Charli XCX,18089415.0,Reputation Stadium Tour,33.7489924,-84.3902644,116746.0,116746.0,0.0,2018-08-10
Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello and Charli XCX,18089415.0,Reputation Stadium Tour,33.7489924,-84.3902644,116746.0,116746.0,0.0,2018-08-11
Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello and Charli XCX,18089415.0,Reputation Stadium Tour,33.7489924,-84.3902644,116746.0,116746.0,0.0,2018-08-10
Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello and Charli XCX,18089415.0,Reputation Stadium Tour,33.7489924,-84.3902644,116746.0,116746.0,0.0,2018-08-11
Tampa,United States,Raymond James Stadium,Camila Cabello and Charli XCX,7244264.0,Reputation Stadium Tour,27.9477595,-82.458444,55909.0,55909.0,0.0,2018-08-14
Miami,United States,Hard Rock Stadium,Camila Cabello and Charli XCX,7072164.0,Reputation Stadium Tour,25.9420377,-80.2456045,47818.0,47818.0,0.0,2018-08-18
Nashville,United States,Nissan Stadium,Camila Cabello and Charli XCX,9007179.0,Reputation Stadium Tour,36.1622767,-86.7742984,56112.0,56112.0,0.0,2018-08-25
Detroit,United States,Ford Field,Camila Cabello and Charli XCX,6597852.0,Reputation Stadium Tour,42.3315509,-83.0466403,49464.0,49464.0,0.0,2018-08-28
Minneapolis,United States,U.S. Bank Stadium,Camila Cabello and Charli XCX,10242024.0,Reputation Stadium Tour,44.9772995,-93.2654692,98774.0,98774.0,0.0,2018-08-31
